	ENGLISH	PART OF SPEECH	ODIA	INPUT
409	afar	Adv	ଦୂରରେ	a
410	affability	Ns	ସୁଶୀଳତା	a
411	affable	Adj	ସୁଶୀଳ	a
412	affably	Adv	ସୁଶୀଳତାଯୁକ୍ତ	a
413	affair	Ns	ବେପାର କାରବାର	a
414	affect	V	ପ୍ରଭାବ ପକେଇବା	a
415	affectation	Ns	ଉପରଠାଉରିଆ ସ୍ନେହ	a
416	affected	Adj	କୃତ୍ରିମ ଉପରଠାଉରିଆ	a
417	affecting	Adj	ପ୍ରଭାବପୂର୍ଣ୍ଣ	a
418	affection	Ns	ସ୍ନେହ	a
419	affectionate	Adj	ସ୍ନେହୀ	a
420	affectionately	Adv	ସ୍ନେହଯୁକ୍ତ	a
421	affidavit	Ns	ଶପଥପତ୍ର	a
422	affiliate	V	ସହବଦ୍ଧ କରିବା ଚୁକ୍ତିଯୁକ୍ତ ସଂଯୁକ୍ତ କରିବା (ଗୋଟିଏ ଛୋଟ ସଂସ୍ଥା ଗୋଟିଏ ବଡ଼	a
423	affiliation	Ns	ସହବଦ୍ଧତା	a
424	affinity	Ns	ସମ୍ବନ୍ଧ	a
425	affirm	V	ପ୍ରମାଣିତ କରିବା ଦୃ	a
426	affirmation	Ns	ଦୃଢ଼ ବଚନ	a
427	affirmative	Adj	ସ୍ୱୀକାରାତ୍ମକ	a
428	affirmatively	Adv	ସ୍ୱୀକାରାତ୍ମକ ଭାବରେ	a
429	affix	V	ସଂଯୋଗ କରିବା ଯୋଡ଼ିବା	a
430	afflict	V	ତ୍ରସ୍ତ କରିବା	a
431	afflicted	Adj	ସଂତପ୍ତ	a
432	affliction	Ns	ଅସୁବିଧି	a
433	affluence	Ns	ସମୃଦ୍ଧି	a
434	affluent	Adj	ସମୃଦ୍ଧ ଧନୀ	a
435	afford	V	କରି ପାରିବା	a
436	afforest	V	ଜଙ୍ଗଲ ଜାତ କରିବା	a
437	afforestation	Ns	ବୃକ୍ଷରୋପଣ	a
438	affray	Ns	ଦଂଗା	a
439	affront	Ns	ଅପମାନ	a
440	affronted	Adj	ଅପମାନିତ	a
441	Afghan	Ns	ଆଫଗାନିସ୍ଥାନବାସୀ	a
442	Afghan hound	Ns	ଏକପ୍ରକାର ଲୋମଶ କୁକୁର	a
443	afield	Adv	ଘରଠୁ ଦୂର	a
444	aflame	Adj	ପ୍ରଜ୍ଜ୍ୱଳିତ	a
445	afloat	Adj	ଭାସମାନ ବହମାନ	a
446	afoot	Adj	ଜାରି	a
447	aforementioned	Adj	ପୂର୍ବୋକ୍ତ	a
448	afraid	Adj	ଭୀତ	a
449	afresh	Adj	ନୂଆ ଭାବରେ	a
450	African	Ns	ଆଫ୍ରିକାବାସୀ	a
451	afrikaans	Ns	ଆଫ୍ରିକା ଭାଷା	a
452	afro	Adj	କୁଞ୍ଚୁକୁଞ୍ଚିଆ ଚୁଟି	a
453	aft	Adv	ଜାହାଜର ପଛପଟ ପାଖରେ	a
454	after	Adv	ପରେ	a
455	after-care	Ns	ପରବର୍ତ୍ତୀ ଯତ୍ନ	a
456	after-effect	Ns	ପରବର୍ତ୍ତୀ ପ୍ରତିକ୍ରିୟା	a
457	after-taste	Ns	ପରବର୍ତ୍ତୀ ବ୍ୟଂଜନ	a
458	afterbirth	Ns	ଜନ୍ମଉପରାନ୍ତ	a
459	afterglow	Ns	ସୂର୍ଯ୍ୟାସ୍ତ ପରର ଲାଲିମା	a
460	afterlife	Ns	ମରଣୋତ୍ତର ଜୀବନ	a
461	aftermath	Ns	ପରିଣାମ	a
462	afternoon	Ns	ଉପରଓଳି	a
463	afters	Ns	ଖାଇବା ଶେଷରେ ଖିଆଯାଉଥିବା ମିଷ୍ଟାନ୍ନ	a
464	afterthought	Ns	ଉତ୍ତରଚିନ୍ତନ	a
465	afterwards	Adv	ତା’ପରେ	a
466	again	Adv	ପୁଣିଥରେ ପୁନଃ	a
467	against	Prep	(ଙ୍କ)ବିରୁଦ୍ଧରେ	a
468	agape	Adj	ଆଶ୍ଚର୍ଯ୍ୟରେ ଆଁ କରି ଅନେଇ ରହିବା	a
469	agate	Ns	ସୁଲେମାନୀ ପଥର	a
470	age	Ns	ବୟସ	a
471	aged	Adj	ବୃଦ୍ଧ	a
472	ageism	Ns	ବୃଦ୍ଧଙ୍କ ପ୍ରତି ଅନୁଚିତ ବ୍ୟବହାର	a
473	agency	Ns	ସଂସ୍ଥା	a
474	agenda	Ns	କରିବାକୁ ଥିବା କାମର ତାଲିକା	a
475	agent	Adj	ଗୁମାସ୍ତା ପ୍ରତିନିଧି	a
476	agent provocateur	Ns	ଭୁଲକାମ କରିବାକୁ ପ୍ରବର୍ତ୍ତାଉଥିବା ଲୋକର ପ୍ରତିନିଧି 	a
477	agglomeration	Ns	ସମୂହ	a
478	aggrandizement	Ns	ଶକ୍ତି ଅଥବା ପଦବୀ ବଢାଇବା	a
479	aggravate	VT	ତୀବ୍ର କରିବା	a
480	aggravating	Adj	ଉତ୍ତେଜକ	a
481	aggravation	Ns	ବଢିଯିବା	a
482	aggregate	Adj	ମୋଟାମୋଟି	a
483	aggression	Ns	ଆକ୍ରମଣ	a
484	aggressive	Adj	ଆକ୍ରାମକ	a
485	aggressor	Ns	ଆକ୍ରମଣକାରୀ	a
486	aggrieve	VT	ଦୁଃଖଦେବା	a
487	aggrieved	Adj	ପୀଡ଼ିତ	a
488	aggro	Ns	ଦୁଃଖଦାୟକ ପରିସ୍ଥିତି	a
489	aghast	Adj	ଆଶ୍ଚର୍ଯ୍ୟାନ୍ୱିତ	a
490	agile	Adj	ଚଞ୍ଚଳ ଫୁର୍ତ୍ତୀ	a
491	agitate	VT	ଆନ୍ଦୋଳନ କରିବା	a
492	agitation	Ns	ଆନ୍ଦୋଳନ	a
493	ago	Adv	ଆଗରୁ	a
494	agog	Adv	ଉତ୍ସୁକ	a
495	agonize	VI	ଅତ୍ୟନ୍ତ ପୀଡ଼ିତ ହେବା	a
496	agonizing	Adj	ବହୁତ ଦୁଃଖି	a
497	agonizingly	Adv	ବହୁତ ଅଧିକ	a
498	agony	Ns	ବ୍ୟଥା	a
499	agony aunt	Ns	ପରାମର୍ଶଦାତା (ବ୍ୟକ୍ତିଗତତ ସମସ୍ୟାର ସମାଧାନ ପତ୍ରାଦି ମାଧ୍ୟମରେ	a
500	agony column	Ns	ପରାମର୍ଶ ଦେଉଥିବା କଲାମ ବା ସ୍ତମ୍ଭ (ସମ୍ବାଦପତ୍ରାଦିରେ ବ୍ୟକ୍ତିଗତ	a
501	agoraphobia	Ns	ଭିଡ଼କୁ ଦେଖି ଲାଗୁଥିବା ଭୟ	a
502	agoraphobic	Adj	ଭିଡକୁ ଭୟ କରୁଥିବା ବ୍ୟକ୍ତି	a
503	agrarian	Adj	ଭୂମି ବିଷୟକ	a
504	agree	VI	ଏକମତ ହେବା	a
505	agreeable	Adj	ରୁଚିକର	a
506	agreeably	Adv	ଏକମତ ହୋଇ	a
507	agreement	Ns	ରାଜିନାମା	a
508	agricultural	Adj	ଚାଷ ସମ୍ବନ୍ଧୀୟ	a
509	agriculture	Ns	ଚାଷ କୃଷି	a
510	agronomist	Ns	କୃଷିଶାସ୍ତ୍ରୀ	a
511	agronomy	Ns	କୃଷିଶାସ୍ତ୍ର	a
512	aground	Adv	ଭୂଗ୍ରସ୍ତ	a
513	ah	Interj	ବିସ୍ମୟ	a
514	aha	Interj	ଆହା	a
515	ahead	Adv	ଆଗେ	a
516	ahem	Interj	ଆହା!{ଆଶ୍ଚର୍ଯ୍ୟ ବା ଅବିଶ୍ୱାସ ସୂଚକ ଅବ୍ୟୟ ଯାହା ଲେଖିବାରେ ପ୍ରୟୋଗ	a
517	aid	Ns	ସାହାଯ୍ୟ	a
518	aide	Ns	ସହାୟକ	a
519	aide-de-camp	Ns	ସଂଦେଶବାହକ	a
520	AIDS	Ns	ଏଡ୍ସ{ରୋଗ}	a
521	ail	V	କଷ୍ଟ ଦେବା{ଦୁଃଖ ଦେବା}	a
522	aileron	Ns	ଉଡ଼ାଜହାଜର ପଛରେ ଥିବା ଡେଣା	a
523	ailing	Adj	ରୋଗୀ	a
524	ailment	Ns	ରୋଗ	a
525	aim	Ns	ଲକ୍ଷ୍ୟ	a
526	aimless	Adj	ଲକ୍ଷ୍ୟ ରହିତ	a
527	air	Ns	ବାୟୁ ପବନ ଆକାଶମାର୍ଗ	a
528	Air Chief Marshal	Ns	ଏଅର ଚୀଫ ମାର୍ଶଲ{ବାୟୁ ସେନାର ବହୁତ ଉଚ୍ଚ ଅଧିକାରୀ}	a
529	Air Commodore	Ns	ଏଅର କୋମୋଡୋର{ବାୟୁ ସେନାର ଉଚ୍ଚ ଅଧିକାରୀ}	a
530	air force	Ns	ବାୟୁ ସେନା	a
531	air hostess	Ns	ବିମାନ ପରିଚାରିକା	a
532	air letter	Ns	ବାୟୁ-ପତ୍ର	a
533	air pump	Ns	ବାୟୁ-ପମ୍ପ	a
534	air raid	Ns	ବାୟୁ-ଆକ୍ରମଣ	a
535	air rifle	Ns	ଏକ ପ୍ରକାରର ବନ୍ଧୁକ	a
536	air speed	Ns	ବାୟୁଯାନର ଗତି	a
537	air terminal	Ns	ଏଅର ଟର୍ମିନଲ	a
538	Air Vice Marshal	Ns	ଏଅର ଭାଇସ ମାର୍ଶଲ{ବାୟୁ ସେନାର ଉଚ୍ଚ ଅଧିକାରୀ}	a
539	air-bed	Ns	ପବନ ଭରା ରେଜେଇ	a
540	air-brake	Ns	ବାୟୁ ରୋକ{ପବନ ଚାପରେ ଚକାକୁ ଅଟକାଇବା ଯନ୍ତ୍ର}	a
541	air-conditioned	Adj	ବାତାନୁକୂଳିତ	a
542	air-conditioning	Ns	ବାତାନୁକୂଳନ	a
543	air-cooled	Adj	ପବନରେ ଥଣ୍ଡା କରାଯାଇଥିବା	a
544	air-sea rescue	Ns	ବାୟୁ ମାର୍ଗ ଦ୍ୱାରା ସମୁଦ୍ରରେଥିବା ବ୍ୟକ୍ତିମାନଙ୍କୁ ଉଦ୍ଧାର କରିବା	a
545	air-to-air	Adj	ଶୂନ୍ୟ ଶୂନ୍ୟରେ	a
546	airbase	Ns	ବାୟୁ-ଅଡ୍ଡା	a
547	airborne	Adj	ବାୟୁବାହିତ	a
548	airbrush	Ns	ପୁତା-ଗନ	a
549	airbus	Ns	ଏଅର ବସ{ଏକ ପ୍ରକାରର ଉଡ଼ାଜହାଜ}	a
550	aircraft	Ns	ବିମାନ ବା ବାୟୁଯାନ	a
551	aircraft carrier	Ns	ଜାହାଜ{ଉଡ଼ାଜାହାଜକୁ ନେଉଥିବା}	a
552	aircraftman	Ns	ବାୟୁ ସେନାରେ ତଳ ସ୍ତରର ବ୍ୟକ୍ତି	a
553	aircraftwoman	Ns	ବାୟୁ ସେନାରେ ତଳ ସ୍ତରର ମହିଳା	a
554	aircrew	Ns	ବାୟୁ-କର୍ମୀ	a
555	airfield	Ns	ବାୟୁ-କ୍ଷେତ୍ର	a
556	airgun	Ns	ବାୟୁ-ବନ୍ଧୁକ	a
557	airily	Adv	ବେପରୁଆ ଭାବରେ	a
558	airing cupboard	Ns	ଲୁଗାପଟାକୁ ବାୟୁ ଦେଉଥିବା ଅଲମାରୀ	a
559	airless	Adj	ଅଣନିଃଶ୍ୱାସୀ ବାତାବରଣ	a
560	airlift	Ns	ଉଡ଼ାଜାହାଜ ଦ୍ୱାରା ସାହାଯ୍ୟ କରିବା	a
561	airline	Ns	ବାୟୁ-କଂପାଣି	a
562	airlock	Ns	ବାୟୁବନ୍ଧ	a
563	airmail	Ns	ବାୟୁ-ଡାକ	a
564	airman	Ns	ବାୟୁ ସୈନିକ ଯାହା ଅଫିସରର ପଦ ତଳେ ହୋଇଥାଏ	a
565	airplane	Ns	ଉଡ଼ାଜାହାଜ	a
566	airpocket	Ns	ବାୟୁ-ଗର୍ତ୍ତ	a
567	airport	Ns	ବାୟୁ-ପତ୍ତନ	a
568	airship	Ns	ବାୟୁ-ପୋତ	a
569	airsick	Adj	ବାୟୁ-ଯାତ୍ରାଦ୍ୱାରା ରୋଗଗ୍ରସ୍ତ	a
570	airsickness	Ns	ବାୟୁ-ଯାତ୍ରାରୁ ହେଉଥିବା ରୋଗ (ପେଟ ଆଉଣ୍ଡି ହେବା)	a
571	airspace	Ns	ବାୟୁ-କ୍ଷେତ୍ର	a
572	airstrip	Ns	ବାୟୁ-ପଟି	a
573	airtight	Adj	ବାୟୁ ରୋଧକ	a
574	airway	Ns	ବାୟୁ ମାର୍ଗ	a
575	airwoman	Ns	ବାୟୁସୈନିକ{ସ୍ତ୍ରୀ}ଯିଏ ଅଫିସର (ଅଧିକାରୀ) ପଦଠାରୁ ତଳେ ଥଆନ୍ତି	a
576	airworthiness	Ns	ଉଡ଼ିବା-ଯୋଗ୍ୟ	a
577	airworthy	Adj	ଉଡ଼ିବା ଯୋଗ୍ୟ	a
578	airy	Adj	ବାୟୁ ଚଳାଚଳ କରୁଥିବା	a
579	airy-fairy	Adv	ଅବ୍ୟବହାରିକ	a
580	aisle	Ns	ଗଳିରାସ୍ତା	a
581	ajar	Adv	ଅଧାଖୋଲା	a
582	aka	Abbr:also known as	ଏମିତି ବି ଜଣା ଯେ	a
583	akimbo	Adv	କମରରେ ହାତ ରଖିଥିବା	a
584	akin	Adj	ସଦୃଶ	a
585	alacrity	Ns	ତତ୍ପରତା	a
586	alarm	Ns	ବିପଦ ସଂକେତ	a
587	alarmed	Adj	ଭୟଭୀତ	a
588	alarming	Adj	ଭୟପ୍ରଦ	a
589	alarmingly	Adv	ଭୟଂକର ଭାବରେ	a
590	alarmist	Ns	ଭୟପ୍ରସାରକ	a
591	alas	Interj	ଓହୋ{ହାୟ}	a
592	albataross	Ns	ଏକ ବଡ଼ ସାମୁଦ୍ରିକ ଚଢ଼େଇ	a
593	albeit	Conj	ଯଦ୍ୟପି	a
594	albino	Ns	ଏଲବୀନୋ{ଏମିତି ବ୍ୟକ୍ତି ବା ପଶୁ ଯାହାର ତ୍ୱଚା ଓ ବାଳ ଅତ୍ୟଧିକ ଧଳା ଆଉ ଆଖି	a
595	album	Ns	ଏଲବମସଂଗ୍ରହପୁସ୍ତକ	a
596	albumen	Ns	ଅଣ୍ଡାର ଧଳା ଅଂଶ	a
597	alchemist	Ns	କିମିଆଁକାରୀ	a
598	alchemy	Ns	କିମିଆଁ{ରସାୟନ ବିଦ୍ୟାସହିତ ସମ୍ବନ୍ଧିତ}	a
599	alcohol	Ns	ସୁରାସାର{ଅଲକୋହଲ}	a
600	alcoholic	Adj	ମଦ୍ୟପ	a
601	alcoholism	Ns	ଅତ୍ୟଧିକ ମଦ୍ୟାସକ୍ତି	a
602	alcove	Ns	ଠଣା{କାନ୍ଥ ଇତ୍ୟାଦିରେ ଥିବା ନିଭୃତ ସ୍ଥାନ ବା ଫାଙ୍କ}	a
603	alder	Ns	ଏକ ପ୍ରକାରର ବୃକ୍ଷ	a
604	alderman	Ns	ପୌର ମୁଖ୍ୟ	a
605	ale	Ns	ଏକ ପ୍ରକାର ମଦ {ଯଅ ତିଆରି} ବିଅର	a
606	alehouse	Ns	ମଦ ଦୋକାନ	a
607	alert	Adj	ସତର୍କ	a
608	alfalfa	Ns	ଚାରା ଏକ ପ୍ରକାର ଗଛ	a
609	alfresco	Adj	ତାଜା ବାୟୁରେ {ଖୋଲା ପବନରେ}	a
610	algae	Ns	ଶୈବାଳ{ସମୁଦ୍ରର}	a
611	algal	Adj	ଶୈବାଳ ଯୁକ୍ତ	a
612	algebra	Ns	ବୀଜଗଣିତ	a
613	algorithm	Ns	ଗଣିତର ପ୍ରଶ୍ନ ଗୁଡ଼ିକୁ ସମାଧାନ କରିବାର ନିୟମ ପ୍ରଣାଳୀ	a
614	alias	Ns	ଉପନାମ	a
615	alibi	Ns	ବାହାନା	a
616	alien	Adj	ପର	a
617	alienate	VT	ସ୍ନେହରୁ ବଞ୍ଚିତ ହେବା ଶତ୍ରୁଭାବାପନ୍ନ କରିବା ମାଲିକାନା ସ୍ୱତ୍ୱ ହସ୍ତାନ୍ତର	a
618	alienation	Ns	ଏକାକୀ ହୋଇଯିବା ଏକୁଟିଆପଣ ଅଲଗା ହେବା ବା କରିଦେବା	a
619	alight	Adj	ଉଜ୍ଜ୍ୱଳ {ଚମକୁଥିବା}	a
620	align	VT	ଧାଡ଼ି କରିବା	a
621	alignment	Ns	ସିଧା କରିବା	a
622	alike	Adv	ଏକ ସମାନ	a
623	alimentary canal	Ns	ଆହାର ନଳି	a
624	alimony	Ns	ପରିତ୍ୟକ୍ତା ପତ୍ନୀପାଇଁ ବୃତ୍ତି ବା ଜୀବିକା	a
625	alive	Adj	ଜୀବିତ	a
626	alkali	Ns	କ୍ଷାର{ଖଟାଅଂଶ ଦୂରକରିବାର ପଦାର୍ଥ}	a
627	alkaline	Adj	କ୍ଷାରୀୟ{କ୍ଷାର ଗୁଣଯୁକ୍ତ}	a
628	alkaloid	Ns	କ୍ଷାରାଭ{ବନସ୍ପତିଆଦିର ମୂଳ ତତ୍ତ୍ୱ}	a
629	all	Adj	ସାରା	a
630	all found	IDM	ସବୁ ମିଶେଇ	a
631	all out	Adj	ସମ୍ପୂର୍ଣ୍ଣତାର ସହeg all out with one’s energy - ସମ୍ପୂର୍ଣ୍ଣ ଶକ୍ତି ସହ	a
632	all-clear	Ns	ସବୁ ଠିକ ହେବାର ସଂକେତ	a
633	all-embracing	Adj	ସଭିଙ୍କୁନେଇ	a
634	all-fired	Adj	ଅତ୍ୟଧିକ	a
635	all-in	Adj	ସବୁ ଗାଏମୋଟ	a
636	all-purpose	Adj	ବହୁ ପ୍ରୟୋଜନ	a
637	all-round	Adj	ସବୁଦିଗରୁ	a
638	all-star	Adj	ଯେଉଁଥିରେ ଅନେକ ପ୍ରଖ୍ୟାତ ଅଭିନେତାଅଭିନେତ୍ରୀ ଥାଆନ୍ତି	a
639	Allah	Ns	ଅଲ୍ଲାହ	a
640	allay	VT	ଦବେଇ ରଖିବା{ଶାଂତ କରି ଦେବା}	a
641	allegation	Ns	ଆରୋପ	a
642	allege	V	ବିନା ପ୍ରମାଣର ଆରୋପ ଲଗେଇବା	a
643	alleged	Adj	ଆରୋପିତ{କଥିତ}	a
644	allegedly	Adv	କଥିତ ରୂପରେ	a
645	allegiance	Ns	ନିଷ୍ଠା {ରାଜଭକ୍ତି}	a
646	allegorical	Adj	ରୂପକ ସମ୍ବନ୍ଧୀ	a
647	allegory	Ns	ରୂପକ-କଥା	a
648	allegro	Adj	{ସଂଗୀତ ସଂବଂଧିତ}ତ୍ୱରିତ ଗତି	a
649	alleluia	Ns	ପ୍ରାର୍ଥନା {ଈସାଈଧର୍ମର}	a
650	allergic	Adj	ଏଲର୍ଜୀ ସମ୍ବନ୍ଧିତ{ପୀଡିତ}	a
651	allergy	Ns	ଏଲର୍ଜୀ{ପ୍ରତ୍ୟୂର୍ଜତା}	a
652	alleviate	V	କମ କରିବା	a
653	alleviation	Ns	ଉପଶମ	a
654	alley	Ns	ସଂକୀର୍ଣ୍ଣ ଗଳି ବା ପଥ	a
655	alliance	Ns	ସଂଗଠନ{ସଂବଂଧ}	a
656	allied	Adj	ସହବଦ୍ଧ	a
657	alligator	Ns	ମଗର କୁମ୍ଭୀର	a
658	alliteration	Ns	ଅନୁପ୍ରାସ ଅଳଂକାର	a
659	allocate	VT	ନିର୍ଧାରିତ କରିବା	a
660	allocation	Ns	ନିର୍ଧାରଣ	a
661	allot	V	ଦେବା{ବାଣ୍ଟିବା}	a
662	allotment	Ns	ବଣ୍ଟନ	a
663	allow	VT	ଆଜ୍ଞା ଦେବାଅନୁମତି ଦେବା	a
664	allowable	Adj	ଅନୁଜ୍ଞେୟ	a
665	allowance	Ns	ଭତ୍ତା	a
666	alloy	Ns	ମିଶ୍ରଧାତୁ	a
667	allspice	Ns	ଏକ ପ୍ରକାର ମସଲା	a
668	allude	VT	ସଂକେତ କରିବା	a
669	allure	VT	ଲୋଭେଇବା	a
670	alluring	Adj	ମୋହକ	a
671	allusion	Ns	ସଂକେତ	a
672	ally	Ns	ମିତ୍ର ରାଷ୍ଟ୍ରସହାୟକ ବ୍ୟକ୍ତି ବା ସହଯୋଗୀ	a
673	Alma Mater	Ns	ଯେଉଁ ଶିକ୍ଷାନୁଷ୍ଠାନରେ ପଢ଼ିଛ ବା ପଢ଼ୁଛ	a
674	almanac	Ns	ପାଞ୍ଜି	a
675	almighty	Adj	ସର୍ବଶକ୍ତିମାନ	a
676	almond	Ns	କାଠ ବାଦାମ	a
677	almoner	Ns	ସ୍ୱାସ୍ଥ୍ୟ ସମାଜ ସେବକ	a
678	almost	Adv	ପ୍ରାୟତଃ ଅଧିକତର	a
679	alms	Ns	ଭିକ ଦାନ	a
680	almshouse	Ns	ଦରିଦ୍ରମାନଙ୍କପାଇଁ ଆଶ୍ରୟସ୍ଥଳ	a
681	aloft	Adv	ଉଚ୍ଚା	a
682	alone	Adv	ଏକୁଟିଆ	a
683	along	Prep	ପାର୍ଶ୍ୱରେ	a
684	alongside	Prep	ପାର୍ଶ୍ୱକୁ ଲାଗିଥିବା	a
685	aloof	Adj	ପୃଥକ ଅଲଗା ଅସଂପୃକ୍ତ ଉଦାସୀନ ଭାବରେ	a
686	aloofness	Ns	ଦୂରେଇ ହୋଇରହିବା ଭାବ କରଛଡ଼ା ଭାବ ଔଦାସିନ୍ୟ	a
687	aloud	Adv	ଜୋର କରି	a
688	alpaca	Ns	ଆମେରିକାର ଲାମାଜାତୀୟ ଲୋମଶ ପଶୁ	a
689	alpha	Ns	ୟୂନାନୀ ବର୍ଣ୍ଣମାଳାର ପ୍ରଥମ ଅକ୍ଷର	a
690	alphabet	Ns	ବର୍ଣ୍ଣମାଳା	a
691	alphabetical	Adj	ବର୍ଣ୍ଣମାଳା ସମ୍ବନ୍ଧୀ	a
692	alphabetically	Adv	ବର୍ଣ୍ଣମାଳାର କ୍ରମରେ	a
693	alpine	Adj	ୟୂରୋପର ପର୍ବତୀୟ କ୍ଷେତ୍ର	a
694	already	Adv	ଆଗରୁ	a
695	alright	Adv	ବିଲ୍କୁଲ ଠିକ	a
696	Alsatian	Ns	ଏକ ପ୍ରକାରର କୁକୁର	a
697	also	Adv	ବି ମଧ୍ୟ	a
698	also-ran	Ns	ଦୌଡ଼ରେ ହାରିଯାଇଥିବା ଖ୍ୟାତି ଅର୍ଜନ ନ କରି ପାରିଥିବା ସାମାନ୍ୟ ପ୍ରଦର୍ଶନ	a
699	altar	Ns	ବୈଦୀ ଖଟୁଳି	a
700	alter	V	ବଦଳାଇବା	a
701	alter ego	Ns	ଅନ୍ତରଂଗ ମିତ୍ର	a
702	alteration	Ns	ପରିବର୍ତ୍ତନ	a
703	altercation	Ns	ଝଗଡ଼ା	a
704	alternate	Adj	ଏକାନ୍ତର ଗୋଟିଏ ଲେଖାଁ ଛାଡ଼ି ଛାଡ଼ି	a
705	alternately	Adv	ଥର ଥର କରି 	a
706	alternating current	Ns	ପ୍ରତ୍ୟାବର୍ତ୍ତୀ ଧାରା	a
707	alternation	Ns	ପରିବର୍ତ୍ତନ	a
708	alternative	Ns	ବିକଳ୍ପ	a
709	alternative energy	Ns	ବୈକଳ୍ପିକ ଊର୍ଜା{ପାଣିସୂର୍ଯ୍ୟ-ପ୍ରକାଶରୁ ମିଳୁଥିବା ଊର୍ଜା ଯାହା	a
710	alternative medicine	Ns	ବୈକଳ୍ପିକ ଚିକିତ୍ସା	a
711	alternatively	Adv	ବିକଳ୍ପତଃ	a
712	alternator	Ns	ପ୍ରତ୍ୟାବର୍ତ୍ତୀ	a
713	although	Conj	ଯଦ୍ୟପି	a
714	altimeter	Ns	ଉଚ୍ଚତା-ମାପିବାର ଏକ ଯନ୍ତ୍ର	a
715	altitude	Ns	ଉଚ୍ଚତା	a
716	alto	Ns	ଗାୟନରେ ଉଚ୍ଚ ଆଲାପ	a
717	altogether	Adv	ପୂର୍ଣ୍ଣରୂପରେ	a
718	altruism	Ns	ପରୋପକାରିତା	a
719	altruistic	Adj	ପରୋପକାରୀ	a
720	alum	Ns	ଫିଟିକିରୀ	a
721	aluminium	Ns	ଆଲୁମିନିୟମ	a
722	alumna	Ns	ଛାତ୍ରୀ	a
723	alumnus	Ns	ଛାତ୍ର	a
724	alveolar	Adj	ବର୍ତ୍ସ୍ୟ	a
725	always	Adv	ସବୁବେଳେ	a
726	am	AuxV	ଅଟେ	a
727	amalgam	Ns	ମିଶ୍ରଣ	a
728	amalgamate	V	ମିଶିଯିବା	a
729	amalgamation	Ns	ମେଳ	a
730	amass	VT	ଜମା କରିବା	a
731	amateur	Ns	ଅବ୍ୟବସାୟୀ	a
732	amateurish	Adj	ଅପ୍ରବୀଣ	a
733	amaze	V	ଚକିତ କରିବା	a
734	amazed	Adj	ଆଚମ୍ବିତ	a
735	amazement	Ns	ଆଶ୍ଚର୍ଯ୍ୟ	a
736	amazing	Adj	ଆଶ୍ଚର୍ଯ୍ୟଜନକ	a
737	ambassador	Ns	ରାଜଦୂତ	a
738	amber	Ns	ଅମ୍ବର ଗହଣା ଇତ୍ୟାଦି ତିଆରି ବେଳେ ବ୍ୟବହାର କରାଯାଉଥିବା ହଳଦିଆ ଅଠାଳିଆ	a
739	ambience	Ns	ବାତାବରଣ	a
740	ambient	Adj	ଚତୁର୍ଦ୍ଦିଗରୁ ଘେରିଥିବା ବ୍ୟାପକ	a
741	ambiguity	Ns	ଦ୍ୱୟର୍ଥ	a
742	ambiguous	Adj	ଦ୍ୱୟାର୍ଥୀ	a
743	ambition	Ns	ମହାତ୍ୱାକାଂକ୍ଷା	a
744	ambitious	Adj	ମହତ୍ୱାକାଂକ୍ଷୀ	a
745	ambivalent	Adj	ନିର୍ଦ୍ଦିଷ୍ଟ ମନୋଭାବ ବା ଧାରଣାର ଅଭାବ (କୌଣସି ବ୍ୟକ୍ତି ବା ପଦାର୍ଥ)	a
746	amble	VI	ପଦଚାରଣା କରିବା	a
747	ambulance	Ns	ଡାକ୍ତରଖାନା ଗାଡ଼ି	a
748	ambush	Ns	ଆଘାତ	a
749	ameliorate	V	ସୁଧାରିବା 	a
750	amen	Adv	ତଥାସ୍ତୁଏମିତି ହିଁ ହେଉ	a
751	amenable	Adj	ଆଜ୍ଞାକାରୀଅଧିନ	a
752	amend	VT	ସଂଶୋଧନ କରିବା	a
753	amendment	Ns	ସଂଶୋଧନଶୁଦ୍ଧତା	a
754	amenity	Ns	ସୁଖ-ସୁବିଧି	a
755	American	Adj	ଆମେରିକା ବାସୀ	a
756	american	Ns	ଆମେରିକାର	a
757	american football	Ns	ଆମେରିକାର ଫୁଟବଲ	a
758	american Indian	Ns	ସ୍ଥାନୀୟ ଆମେରିକାବାସୀ	a
759	americana	Ns	ଆମେରିକାର ବସ୍ତୁ	a
760	americanism	Ns	ଆମେରିକାର ଲୋକୋକ୍ତି	a
761	americanize -ise	V	ଆମେରିକାବାସୀ ପରି ହେବା	a
762	amerindian	Ns	ଆଦିବାସୀ	a
763	amethyst	Ns	ଇନ୍ଦ୍ରନୀଳ ମଣୀ ନୀଳା ବହୁମୂଲ୍ୟ ପଥର	a
